-0.841247,-0.706605,9.66382,-0.05902,-0.014523,-0.067722,-0.008307,-0.007182,0.096442,0.683607,0.826052,-0.370568,0.210816,-0.23424,-0.20496,0.010416,-5.2e-05,-0.004508,
-0.849323,-0.695349,9.692,-0.051754,-0.002892,-0.039774,-0.008447,-0.007014,0.096779,0.46585,0.400358,-0.14837,0.21106,-0.23424,-0.20374,0.020142,0.0002,-0.007956,
-0.845444,-0.694804,9.68631,-0.048845,-0.005652,-0.045799,-0.008472,-0.006954,0.096891,0.289373,-0.336822,-0.006188,0.211304,-0.234484,-0.204472,0.023694,-0.001287,-0.009164,
-0.817835,-0.702027,9.65882,-0.039395,-0.029488,-0.074956,-0.00832,-0.006986,0.096725,0.132711,-0.882805,-0.161771,0.210328,-0.235216,-0.20252,0.01779,-0.005583,-0.010128,
-0.817976,-0.685096,9.61252,-0.032194,-0.016101,-0.122111,-0.008186,-0.006937,0.096355,0.318813,-0.904467,-0.367555,0.211304,-0.23424,-0.203496,0.009665,-0.008006,-0.01254,
-0.807131,-0.684842,9.58203,-0.028974,-0.022373,-0.153347,-0.008132,-0.006852,0.095971,0.482562,-0.731008,-0.432649,0.211548,-0.235216,-0.20374,0.001346,-0.00901,-0.016372,
-0.777317,-0.649594,9.57343,0.014301,-0.02123,-0.166762,-0.007927,-0.006676,0.095776,0.838259,-0.378391,-0.379765,0.211548,-0.235216,-0.204228,-0.007641,-0.003197,-0.020076,
-0.787273,-0.653992,9.57091,0.00283,-0.016647,-0.168133,-0.007825,-0.006524,0.09572,0.840015,-0.21384,-0.184144,0.210572,-0.234728,-0.203008,-0.012619,0.00381,-0.0228,
-0.783323,-0.660328,9.60822,0.003241,-0.024512,-0.130949,-0.007854,-0.006578,0.095895,0.708626,-0.240836,0.088939,0.211792,-0.234728,-0.20374,-0.017546,0.009706,-0.023256,
-0.783674,-0.661913,9.6412,0.004251,-0.025767,-0.09802,-0.007836,-0.006616,0.096246,0.443092,-0.146291,0.227312,0.211304,-0.235216,-0.203252,-0.0222,0.013759,-0.021692,
-0.785192,-0.663403,9.65026,0.002417,-0.025299,-0.088784,-0.007845,-0.006629,0.096456,0.157727,-0.296303,0.224478,0.211304,-0.233508,-0.203984,-0.026895,0.015004,-0.019432,
-0.789405,-0.662508,9.64172,-0.001011,-0.020528,-0.096984,-0.007875,-0.00663,0.096459,-0.020046,-0.456679,0.041,0.21106,-0.235704,-0.202764,-0.032471,0.013949,-0.017996,
-0.805335,-0.667304,9.61848,-0.017602,-0.010294,-0.118449,-0.007977,-0.006649,0.0963,0.046253,-0.572579,0.11289,0.21228,-0.234484,-0.203008,-0.037169,0.01157,-0.017084,
-0.826994,-0.678932,9.60146,-0.042007,-0.000531,-0.132795,-0.008166,-0.006731,0.096099,0.068819,-0.536061,0.228992,0.211548,-0.234728,-0.202276,-0.039341,0.008233,-0.015332,
-0.857878,-0.712126,9.57564,-0.088482,0.00215,-0.153676,-0.008428,-0.006955,0.095885,-0.013971,-0.396693,0.368996,0.211548,-0.23546,-0.20496,-0.03664,0.000449,-0.0127,
-0.825431,-0.745186,9.5672,-0.091783,-0.042699,-0.162519,-0.008418,-0.007287,0.095713,0.221977,-0.167499,0.341248,0.212036,-0.234972,-0.204228,-0.036133,-0.010715,-0.009992,
-0.837651,-0.746392,9.59337,-0.096416,-0.034434,-0.135391,-0.008315,-0.007461,0.095802,0.649673,0.138269,0.053268,0.211304,-0.23424,-0.203496,-0.031901,-0.018429,-0.00902,
-0.817887,-0.712414,9.63056,-0.053528,-0.028393,-0.102346,-0.008275,-0.007299,0.096119,0.783124,0.446679,-0.157841,0.210328,-0.23424,-0.202764,-0.02756,-0.018927,-0.010364,
-0.812583,-0.690452,9.64793,-0.031315,-0.018981,-0.086992,-0.008149,-0.007019,0.096392,0.317848,0.301945,-0.43634,0.212036,-0.233508,-0.203984,-0.023404,-0.018359,-0.013956,
-0.765499,-0.668135,9.68773,0.019829,-0.040209,-0.05283,-0.007888,-0.006794,0.096678,0.006936,0.042641,-0.738388,0.211304,-0.23546,-0.203252,-0.027523,-0.01883,-0.020076,
-0.780257,-0.638522,9.65522,0.028206,-0.008561,-0.085931,-0.00773,-0.006533,0.096714,0.178495,-0.543344,-0.720841,0.211792,-0.234972,-0.203008,-0.033558,-0.016506,-0.027044,
-0.789622,-0.66216,9.57515,-0.005248,-0.014059,-0.163167,-0.007856,-0.006504,0.096151,0.19607,-1.31772,0.062652,0.211304,-0.23546,-0.204472,-0.044012,-0.016561,-0.029832,
-0.800211,-0.719801,9.50877,-0.063004,-0.039873,-0.2244,-0.00796,-0.006911,0.095418,0.056289,-1.62012,0.285922,0.21106,-0.234972,-0.20496,-0.057453,-0.024592,-0.027864,
-0.792256,-0.75251,9.469,-0.08607,-0.063521,-0.262361,-0.007973,-0.007361,0.094887,-0.267504,-0.789807,-0.000109,0.211548,-0.23424,-0.20374,-0.068751,-0.039233,-0.026724,
