0.010416,-5.2e-05,-0.004508,
-0.0268655,0.0062568,-0.018036,
-0.03257,-0.0067565,-0.0153564,
-0.0443293,-0.0283401,-0.0232484,
-0.0393601,-0.0441449,-0.0439928,
-0.0297105,-0.0465882,-0.071674,
-0.0501973,-0.0583996,-0.0894136,
-0.0424018,-0.0572194,-0.0980052,
-0.0398461,-0.0002535,-0.103426,
-0.0494468,0.0546244,-0.0917352,
-0.0404417,0.062675,-0.0732692,
-0.0404439,0.0563308,-0.0694948,
-0.0202447,0.0393309,-0.0807772,
0.0108301,0.0288798,-0.0982272,
0.0211351,0.0203626,-0.108061,
0.0383002,0.0024173,-0.11142,
0.0477244,0.0056438,-0.119748,
0.0458717,0.0126829,-0.115721,
0.0433471,0.0106909,-0.107756,
0.0551423,0.0300201,-0.106472,
0.0654272,0.0729028,-0.0851228,
-0.0173639,0.101024,-0.015038,
-0.143148,0.198748,0.137076,
-0.294211,0.930253,0.844058,
-0.507905,2.48767,2.35496,
-0.640058,4.23656,4.04879,
-0.996802,5.58593,5.54295,
-1.6535,6.32022,6.96448,
-2.39765,6.53321,8.6222,
-2.92797,6.33157,10.6357,
-3.10161,5.99319,12.8726,
-3.09014,5.65083,15.1299,
-2.85439,5.3487,17.4608,
-2.61965,5.07348,19.8473,
-2.5106,4.81603,22.0506,
-2.38166,4.57174,24.15,
-2.1438,4.29898,26.1372,
-1.70884,4.04769,27.8914,
-1.35811,3.94757,29.4258,
-1.24962,4.15487,30.8814,
-0.935551,4.43133,32.4182,
-0.396782,4.47976,33.9785,
0.0327094,4.52209,35.2487,
0.313111,4.70255,36.3392,
0.299698,4.95949,37.3973,
-0.159662,5.61538,38.5403,
-0.71686,6.86752,40.0275,
-0.89138,7.8774,41.8652,
-0.391826,7.60919,43.933,
0.0928829,6.95295,45.9435,
0.433315,6.39434,48.0226,
0.821639,5.65756,50.2519,
0.988137,4.97972,52.3171,
1.01377,4.42321,54.1901,
0.977524,4.16503,55.8267,
1.12296,3.91571,57.2087,
1.10314,3.92079,58.3418,
0.903499,4.12518,59.3148,
0.84823,4.08894,60.1841,
0.89005,3.99669,60.788,
1.03258,3.97211,61.0656,
1.27615,3.96502,60.8936,
1.45012,3.8899,60.2543,
1.43815,3.84133,59.1659,
1.25889,3.93291,57.5452,
0.919827,4.47619,55.3087,
0.577502,5.565,52.8004,
0.218606,6.83766,50.3065,
-0.102134,8.03519,47.5882,
-0.0980491,9.09601,44.9369,
0.0660025,9.63216,42.3362,
0.283979,9.64996,39.1839,
0.760639,9.54594,36.333,
1.17857,9.38706,34.0321,
1.22942,9.06736,31.5646,
1.08438,8.8854,28.7746,
1.2743,8.75355,26.1987,
1.68804,8.83996,23.8368,
1.92592,9.30925,21.3882,
1.99803,9.31953,19.0989,
2.07671,8.82065,16.6735,
2.18671,8.46517,14.1122,
1.91872,8.31145,11.693,
1.49915,7.91713,9.75555,
1.36152,7.20987,8.10231,
1.36971,6.42983,6.33105,
1.45292,5.86075,4.65075,
1.49281,5.50246,3.30193,
1.36505,5.36158,2.34322,
1.28769,5.27149,1.77515,
1.18717,5.06612,1.50443,
1.03168,4.89434,1.45939,
0.998577,4.57227,1.53079,
0.710605,4.08043,1.61114,
-0.905012,3.48292,1.71387,
-4.91919,2.97955,1.93432,
-11.1825,2.909,2.91061,
-18.5179,3.02395,4.35859,
-26.0136,2.79733,5.01841,
-33.2454,1.56302,5.41551,
-40.1198,-0.510316,6.38738,
-45.878,-2.50109,7.67172,
-49.8083,-4.56469,9.16244,
-52.2351,-6.46932,10.3123,
-53.4474,-7.24629,10.5861,
-53.6772,-7.21842,10.4578,
-53.3346,-7.05995,10.3379,
-52.8532,-6.87767,10.1765,
-52.4035,-6.77149,10.0983,
-52.0791,-6.77304,10.2053,
-51.7764,-6.64909,10.2511,
-51.3726,-6.27604,10.1799,
-50.9763,-5.71385,10.0154,
-50.4722,-5.36955,9.95184,
-50.0356,-5.18201,9.9791,
-49.8683,-4.93725,9.90632,
-49.8043,-4.8112,9.85001,
-49.7779,-4.68508,9.7953,
-49.7239,-4.60531,9.7729,
-49.6837,-4.64577,9.82656,
-49.7006,-4.68152,9.84573,
-49.6693,-4.76537,9.91761,
-49.6531,-4.855,10.0155,
-49.6815,-4.87623,10.0516,
-49.6906,-4.93868,10.1379,
-49.6942,-5.02344,10.2189,
-49.6658,-5.09364,10.2265,
-49.6525,-5.13777,10.1887,
-49.6162,-5.20289,10.2001,
-49.4638,-5.27264,10.2811,
-49.3638,-5.26693,10.3397,
-49.3815,-5.23712,10.361,
-49.3942,-5.26766,10.4077,
-49.4004,-5.35344,10.4777,
-49.3715,-5.41468,10.5013,
-49.3099,-5.50535,10.5178,
-49.2629,-5.5769,10.5265,
-49.2029,-5.57729,10.4975,
-49.0993,-5.54757,10.4654,
-48.9932,-5.52443,10.4779,
-48.8203,-5.55289,10.5257,
-48.6159,-5.56432,10.5249,
-48.541,-5.50987,10.4536,
-48.5424,-5.45788,10.3877,
-48.4911,-5.43634,10.3913,
-48.3985,-5.42281,10.409,
-48.3846,-5.39674,10.3891,
-48.4099,-5.33232,10.3562,
-48.4122,-5.30807,10.3837,
-48.4052,-5.32639,10.4921,
-48.2532,-5.3902,10.7902,
-47.6257,-5.56304,11.5703,
-46.8417,-5.81404,13.1371,
-46.2271,-6.52157,15.5305,
-45.4856,-7.75274,18.9547,
-44.2742,-9.03131,23.3491,
-42.1478,-10.5537,28.4388,
-39.4278,-12.2232,33.8692,
-37.1449,-13.4327,39.2206,
-35.2687,-14.148,43.9329,
-33.6023,-14.4709,47.7855,
-32.1972,-14.6363,50.9026,
-30.8538,-14.7785,53.4419,
-29.6361,-15.152,55.6235,
-28.6172,-15.8379,57.2868,
-28.075,-16.1471,58.575,
-27.7122,-16.2472,59.7868,
-27.2486,-16.4472,60.8188,
-26.865,-16.5499,61.4596,
-26.6988,-16.6317,61.681,
-27.0283,-16.6608,61.2721,
-28.2396,-16.4838,59.8918,
-30.1843,-16.1344,57.2296,
-32.7713,-15.4287,53.3461,
-35.885,-14.2706,48.6419,
-38.709,-12.7763,43.6187,
-40.9693,-10.9406,38.3446,
-42.9241,-8.5714,33.0976,
-44.5363,-6.00527,27.9652,
-45.9453,-4.00553,23.4624,
-47.1685,-2.83778,19.9776,
-48.1868,-2.12899,16.841,
-49.2294,-1.45952,14.1625,
-49.8721,-0.867977,12.3483,
-49.9484,-0.284807,11.3809,
-49.7927,0.21011,10.9868,
-49.4888,0.226786,11.1649,
-49.1954,-0.126615,11.6592,
-49.0383,-0.332567,11.99,
-48.8584,-0.355289,12.2043,
-48.6735,-0.399121,12.4447,
-48.5342,-0.515906,12.7162,
-48.4032,-0.616474,12.9869,
-48.2231,-0.748148,13.3495,
-47.9458,-0.71074,13.8279,
-47.528,-0.159518,14.5078,
-46.9581,0.658644,15.7128,
-46.4831,1.40678,17.6215,
-46.1816,1.99957,19.915,
-45.421,2.42844,22.6376,
-44.1641,2.80798,25.9794,
-43.0991,3.56809,29.3487,
-41.7898,5.38331,32.2619,
-40.3627,7.7462,35.008,
-39.7396,9.42077,37.7242,
-39.6753,10.4846,40.2311,
-39.6761,11.1823,43.0479,
-39.8075,11.1534,46.5602,
-39.9871,10.3567,50.5503,
-40.2124,9.34206,54.3737,
-40.6394,8.67928,57.2629,
-41.1759,8.30908,59.2197,
-41.6564,8.01394,60.6008,
-41.9765,7.74337,61.3565,
-42.1409,7.58468,61.5486,
-42.2265,7.62961,61.4583,
-42.2919,7.72634,61.3996,
-42.3107,7.77788,61.392,
-42.3093,7.76034,61.3561,
-42.2233,7.44248,61.4322,
-42.0397,6.86254,61.3153,
-41.8294,5.88062,60.3271,
-41.3695,4.63757,58.353,
-40.744,3.81046,55.4646,
-40.4999,3.78996,51.878,
-40.3764,4.24699,48.4622,
-40.0873,4.72633,44.9203,
-39.6859,4.64121,40.862,
-38.9298,3.26749,36.0954,
-38.0741,1.20397,30.5763,
-38.2191,-1.0558,25.1615,
-39.092,-3.8383,20.6077,
-39.9521,-7.18811,16.7161,
-40.9371,-9.82792,12.0918,
-41.6875,-11.3061,6.38965,
-42.2334,-12.1933,-0.016046,
-42.7419,-14.0375,-5.55681,
-43.6539,-17.5411,-9.60906,
-44.8716,-20.6361,-13.3006,
-46.0966,-22.503,-17.1807,
-47.2322,-23.1563,-21.4142,
-48.3327,-23.5066,-25.2166,
-49.7816,-24.0337,-28.3049,
-51.3347,-24.41,-30.7954,
-52.8384,-24.521,-33.0162,
-54.0724,-24.21,-35.3268,
-55.0915,-23.8708,-37.5288,
-55.8918,-23.7194,-39.1587,
-56.2922,-23.8055,-40.1889,
-56.401,-23.8654,-40.8712,
-56.2314,-23.8277,-40.9848,
-55.9289,-23.7406,-40.7667,
-55.5679,-23.5802,-40.382,
-55.0904,-23.3501,-39.6752,
-54.3997,-22.7615,-38.4387,
-53.386,-22.2127,-36.0689,
-52.1205,-21.3855,-32.7714,
-50.5277,-20.1322,-28.3877,
-48.7189,-19.124,-22.9217,
-46.9529,-18.0667,-17.0408,
-45.6228,-16.9741,-11.4704,
-44.5893,-15.2868,-6.82606,
-43.0534,-12.824,-2.48015,
-41.3712,-9.97983,2.07414,
-39.9919,-7.5457,6.86675,
-38.8317,-5.94945,11.677,
-38.0429,-4.81974,16.5161,
-37.6773,-3.9472,21.4478,
-38.0073,-2.9686,26.0318,
-38.8823,-1.79068,29.8804,
-39.9169,-0.546598,33.3071,
-41.2217,0.769906,36.564,
-42.7104,2.15027,39.7117,
-43.8978,3.25401,43.1599,
-44.8014,4.31245,47.0433,
-45.6352,5.29348,50.8847,
-46.6411,5.77784,54.354,
-47.8259,5.4475,57.7259,
-48.9844,4.50765,60.968,
-50.0455,3.58596,63.7462,
-51.1807,2.8339,66.0808,
